[2024-10-20 09:44:48] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-20 09:44:48] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-20 09:44:48] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-20 09:44:50] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-20 09:44:50] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-20 09:44:50] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-20 09:44:50] [class-ss-setup-task.php:33] Creating archive directory: D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488\
[2024-10-20 09:44:50] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1175fa19-jUx3nh.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:96f803bff8991287dc54118ed2e11ed8b0bae4c2===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1176314b-oMhi0T.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css?simply_static_page=64
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css?simply_static_page=64
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 651 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1176314b-oMhi0T.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:4bc43313c542b3569b0303684c6b183252378d7e===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d11766b7f-NFTy7G.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=65
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=65
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 564 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d11766b7f-NFTy7G.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:50cd92878ba8d354513ec7b62b54d5b63f91a1f8===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1176a13c-Nl3iSO.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=66
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=66
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1176a13c-Nl3iSO.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:21597536c64c5b44930d250b139284a6a78ee1d5===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1176dba0-F9Ud7C.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css?simply_static_page=67
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css?simply_static_page=67
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 550 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1176dba0-F9Ud7C.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:20dafa790f0dcf626da53e8e11470f7bb6838d77===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d11770976-Em4Y4t.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css?simply_static_page=68
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css?simply_static_page=68
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 602 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d11770976-Em4Y4t.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:3c6aecbbb89c541846218262e973f52e4ecb9a00===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d11773d03-bLv0yx.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css?simply_static_page=69
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css?simply_static_page=69
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 514 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d11773d03-bLv0yx.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:a5332723b68b96becf77e69c6974b05e10f91582===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d117774e2-OSvZec.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=70
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=70
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 592 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d117774e2-OSvZec.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:385e849b5f25dcbef7819d33432a5b9f9324cd49===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1177bb8a-kpnYgU.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css?simply_static_page=71
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css?simply_static_page=71
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 511 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1177bb8a-kpnYgU.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:8261305380242366e1631903d950f046bf8b3c34===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1177f0cf-qg7Jx7.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?simply_static_page=72
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?simply_static_page=72
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 107 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1177f0cf-qg7Jx7.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:adb8924cc1bbba85777bd54c1338188624b7c911===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d11782551-7K1d4z.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?simply_static_page=73
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?simply_static_page=73
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 77 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d11782551-7K1d4z.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:6a547c9bbab84d6cdba37f24c9926065ef76abc3===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1178584d-8rxbxm.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css?simply_static_page=74
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css?simply_static_page=74
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 177 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1178584d-8rxbxm.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:3ad8ad837c44d40b269702568d4e059852894172===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d11788abd-kep0mS.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=75
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=75
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 137 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d11788abd-kep0mS.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:a01463905eaec1255620662679dfe847a44b2f74===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-10-20 09:44:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 708
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Orange\AppData\Local\Temp/6714d1178bcdb-6t9HMX.tmp
[2024-10-20 09:44:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=76
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=76
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:103] Filesize: 177 bytes
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-10-20 09:44:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Orange\AppData\Local\Temp/6714d1178bcdb-6t9HMX.tmp to D:\xamp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1729417488/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-20 09:44:55] [class-ss-page.php:119] Checking Content Identical:6d23f8c3b14b597914666c686111fecc037f492d===. Value: FALSE
[2024-10-20 09:44:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
